Gender,agerange,AcademicStatus,socialMediaPlatforms,emergingtechnologies,HowdoyouaccessyoursocialmediaplatformsYoucanchoosemorethanone,Howlonghaveyoubeenusingsocialnetworkingsites,HowoftendoyouvisityourSocialNetworkaccounts,Onaveragehowmuchtimedoyouspenddailyonasocialnetworkingsite,Howmanyofyourclassmatesareyourcontactsfriendsonyoursocialnetwork,WhydoyouusesocialnetworksYoucanchoosemorethanone,Incorporatingsocialmediaplatformsandemergingtechnologieshighligh,Socialmediaplatformsandemergingtechnologieshighlightedearliercou,Incorporatingsocialmediaandemergingtechnologiesasateachingtoolwi,EducationalLearningviathesocialmediaplatformswillbeeasyforme,Itwillbebeneficialformetobecomeskilfulatusingsocialmediaplatform,MycolleaguesthinkIshouldusesocialmediaandemergingtechnologiesfor,Myfamilyandfriendswillappreciatemyuseofsocialmediaandemergingtec,Myprivacywillbeinfringedifsocialmediaplatformsandemergingtechnol,Internetavailabilityandsignalstrengthwillbeaprobleminusingthesoc,Internetdatabundlesaffordabilitywillbeaprobleminusingthesocialme,Poweravailabilitywillbeaprobleminusingthesocialmediaandemergingt,Ihavethetechnicalskillstousesocialmediaplatformsandemergingtechn,Iwillbewillingtousesocialmediaplatformsandemergingtechnologiesfo,Iwillbewillingtodevotetherequiredtimeandenergyformylearningactiv,Areyoupresentlyinvolvedinelearningusinganysocialmediaplatformore,Whichelearningcoursesorplatformsareyoucurrentlyengagedin
Female,15 - 25,Student - Full time,Twitter;WhatsApp,Google Classroom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,Yes,Data science on coursera
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Whatsapp,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,3.0,2.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,School tutorial on Whatsapp
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;Google Plus,Google Classroom,Laptop;Smatphone,above 5 years,Weekly,Less than 1 hour,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube;Snapchat,Facebook Live,Laptop;Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Google Plus;Tiktok,Zoom;Telegram,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,Yes,Zoom and telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,Yes,"Sololearn, Telegram, Udemy"
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,Yes,"Sololearn, Telegram, Udemy"
Male,15 - 25,Student - Full time,YouTube;Snapchat,"Zoom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,above 5 years,Occassionally,Less than 1 hour,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,Yes,open online courses
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat,WhatsApp groups,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,3.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;WhatsApp,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,4.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,Yes,Psychology
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,Zoom;Google Classroom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,4.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat;Google Plus,Web-based Elearning Platforms,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,4.0,2.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,4.0,Yes,Tangible things
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Zoom,Laptop;Smatphone,above 5 years,Weekly,Less than 1 hour,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes,Microbiology
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Snapchat,Facebook Live,Smatphone,3-5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,"Zoom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,Yes,Data science and Artificial intelligence
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat,"Facebook Live;Google Classroom;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,1-2 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,Yes,Cousera platform
Male,15 - 25,Student - Full time,Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,Web-based Elearning Platforms,Smatphone,above 5 years,Daily,Less than 1 hour,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,Yes,Digital marketing online course on google digital skills for Africa
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone;Tablet or Ipad,1-2 years,Weekly,Less than 1 hour,Less than 20,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,Yes,Udemy and edx
Male,15 - 25,Student - Full time,Facebook;WhatsApp,Google Classroom,Smatphone,1-2 years,Weekly,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;For academic purposes,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Windows Live;Google Plus;Tiktok;Google Duo,Zoom;Whoza,Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To while away time,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram,Google Classroom,Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,5.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,Yes,Telegram and google classroom
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,I.e. Whatsapp,Smatphone,1-2 years,Weekly,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Tiktok,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Tiktok,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,No, 
Female,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Twitter;Instagram;WhatsApp;LinkedIn;YouTube;Pinterest;Snapchat;Blogger.com,Facebook Live,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information,5.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,Online drawing and sculputer classes on www.youtube.com
Male,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp;Telegram;Pinterest,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,above 5 years,Occassionally,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,Yes,Coursera
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram,Zoom;Google Classroom,Laptop;Smatphone,3-5 years,Daily,Less than 1 hour,51- 100,To find information;To play games;To keep in touch with family and friends;To make new friends;For academic purposes,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes,Telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp,"Facebook Live;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Google Classroom,Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,No, 
Female,15 - 25,Student - Full time,Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Gamification via Games-based learning (GBL);Telegram,Laptop;Tablet or Ipad,above 5 years,Daily,Less than 1 hour,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,Yes,Telegram
Male,15 - 25,Student - Full time,Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Tiktok,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,3-5 years,Occassionally,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,Yes,"Telegram, W3schools, Udemy"
Female,15 - 25,Student - Full time,Twitter;WhatsApp;LinkedIn;YouTube;Google Plus,"Zoom;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Microsoft's Team;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Augmented (Virtual ) Reality & Simulations;Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,Yes,Udemy
Male,15 - 25,Student - Full time,Telegram,Web-based Elearning Platforms,Laptop;Smatphone,1-11 months,Daily,1 - 6 hours per day,Less than 20,To find information;For academic purposes,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;WhatsApp;Telegram,"Facebook Live;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;For academic purposes,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,Yes,Allison.com
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat;Tiktok,"Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,Yes,"Social Media Marketing, Acadium"
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Snapchat;Tiktok,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube;Snapchat,Facebook Live,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,Yes, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,"Google Classroom;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,Yes,All my present courses
Female,15 - 25,Student - Full time,Facebook;WhatsApp;Telegram;YouTube;Snapchat,Facebook Live,Smatphone,1-2 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;For academic purposes,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,No, 
Female,26 - 35,Student - Full time,Facebook;WhatsApp,WhatsApp,Smatphone,3-5 years,Weekly,Less than 1 hour,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,Yes,"Bioinformatics, Comestology and Hausa Language Made Easy."
Male,15 - 25,Student - Full time,Facebook;WhatsApp,Whatsapp grou,Smatphone,3-5 years,Weekly,Less than 1 hour,Less than 20,To find information;To share your experience;For academic purposes,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,No,Nothing
Male,26 - 35,Student - Full time,Instagram;WhatsApp,Zoom;Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To keep in touch with family and friends;To get latest information/gist;To while away time,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Occassionally,1 - 6 hours per day,20 - 50,To find information,4.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,Coursera
Female,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Zoom;Facebook Live,Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Facebook Live;Telegram,Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,No, 
Female,15 - 25,Student - Full time,Facebook;WhatsApp,Web-based Elearning Platforms,Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,No,Linkdin
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Zoom,Laptop;Smatphone,above 5 years,Daily,Always online,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,Yes,Zoom
Female,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube,Facebook Live;Google Classroom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Yes, 
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube,Facebook Live,Laptop;Desktop;Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Facebook Live,Smatphone,3-5 years,Occassionally,Less than 1 hour,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Microsoft's Team;Web-based Elearning Platforms,Smatphone,above 5 years,Weekly,1 - 6 hours per day,51- 100,To make professional and business contacts,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,Yes,"Innovation,  laws and business strategies"
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat,Facebook Live,Laptop;Desktop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,Facebook Live,Laptop;Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;WhatsApp;YouTube,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,Yes,Graphics design
Female,15 - 25,Student - Full time,Facebook;WhatsApp;YouTube,Google Classroom,Smatphone,3-5 years,Occassionally,Less than 1 hour,Less than 20,To find information;To share your experience,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Google Plus,none,Laptop;Smatphone,3-5 years,Weekly,7 - 12 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Instagram;WhatsApp;LinkedIn;Pinterest,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,1-2 years,Occassionally,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;Bible Studies,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,Allison
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Google Plus,"Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher",Smatphone,1-2 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To keep in touch with family and friends;To make new friends;For academic purposes,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,No, 
